V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,path,Q99,DEEPTIME12,Mathbyhand,Nomath,Calculator,Spreadsheet,Mathinhead,Otherapp,totalhelp,Q94_1,Q94_3,Q94_4,Q94_5,Q94_6,Q96_1,Q98_1,bag,Q44,lowgal,Q45,avail,lossav_1,lossav_2,lossav_3,lossav_4,lossav_5,lossav_6,lossav_7,halfway,flugain,fluloss,discmo_1,discmo_2,discmo_3,discmo_4,discmo_5,discmo_6,discmo_7,discmo_8,discmo_9,Q46_1,Q46_2,Q46_3,Q46_4,Q46_5,Q46_6,Q46_7,Q46_8,Q46_9,discyr_1,discyr_2,discyr_3,discyr_4,discyr_5,discyr_6,discyr_7,discyr_8,discyr_9,discdec_1,discdec_2,discdec_3,discdec_4,discdec_5,discdec_6,discdec_7,discdec_8,discdec_9,hidiscmo_1,hidiscmo_2,hidiscmo_3,hidiscmo_4,hidiscmo_5,hidiscmo_6,hidiscmo_7,hidiscmo_8,hidiscmo_9,hidiscyr_1,hidiscyr_2,hidiscyr_3,hidiscyr_4,hidiscyr_5,hidiscyr_6,hidiscyr_7,hidiscyr_8,hidiscyr_9,hidiscdec_1,hidiscdec_2,hidiscdec_3,hidiscdec_4,hidiscdec_5,hidiscdec_6,hidiscdec_7,hidiscdec_8,hidiscdec_9,lastpage,discbonus,discfee,pd_offer,pd_accept,ClassPerf,Q100,Q38,Q39,Q42,Q102,Q104,Q106_3,Q40,LocationLatitude,LocationLongitude,LocationAccuracy,StartDate,EndDate,IPAddress,betaunshrunken,deltaunshrunken,,beta_unskew,beta,dailyrate,annualfactor,id_prevmerge,expname.1_prevmerge,ip.1_prevmerge,boxesopened_prevmerge,numopened_prevmerge,id2_prevmerge,searchtime_prevmerge,trial_prevmerge,sqrtboxopen_prevmerge,correct_prevmerge,logsearchtime_prevmerge,sqrtsearchtime_prevmerge,searchtime_withoutliers_prevmerge,ipaddress,serial,new_beta,new_r,new_delta
R_3e8ga8BJq7mWzmm,Default Response Set,Anonymous,,,108.14.233.183,0,1/22/2019 8:19,1/22/2019 8:30,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":5.411},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":4.268},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":5.155},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":6.694},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":5.31},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":4.439},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":4.299},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":1,""answer"":2,""responseTime"":10.101},{""id"":749570,""beta"":0.9755389,""discountRate"":0.0012875640000000002,""choice"":0,""answer"":1,""responseTime"":3.339},{""id"":749571,""beta"":0.9822664,""discountRate"":0.001837015,""choice"":1,""answer"":2,""responseTime"":3.699},{""id"":750595,""beta"":1.008024,""discountRate"":0.002114382,""choice"":0,""answer"":1,""responseTime"":4.211},{""id"":750596,""beta"":1.011687,""discountRate"":0.002422285,""choice"":1,""answer"":2,""responseTime"":3.295},{""id"":750852,""beta"":1.027059,""discountRate"":0.002599575}]",,,,,1,,0,0,17,17,61,5,8,8,,2249.5,,2749.5,1.2,1,1,1,1,1,0,0,1,,2,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,,50,450,400,3,1,740,3.5,1,1,4,8,1,40.79750061,-73.96829987,-1,"Tuesday, January 22, 2019","Tuesday, January 22, 2019",108.14.233.183,1.027059,0.002599575,0.041748034,0.204323357,0.958251966,0.000993333,0.725034547,1942,ChoiceCC_o3,108.14.233.183,85,85,1942,75.825,1,9.219544457,1,1.879812419,8.707755164,75.825,108.14.233.183,163,0.958980617,0.001230195,0.657291155
R_3PvNS0IMHRdrjEL,Default Response Set,Anonymous,,,108.14.34.172,0,1/28/2019 14:02,1/28/2019 14:11,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":5.57},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":3.025},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":3.916},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":6.234},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":4.801},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":9.552},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":0,""answer"":1,""responseTime"":3.856},{""id"":737283,""beta"":0.8234904,""discountRate"":0.0003973051,""choice"":1,""answer"":2,""responseTime"":5.313},{""id"":741379,""beta"":0.8369841,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":4.512},{""id"":741380,""beta"":0.8274606,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":3.221},{""id"":741381,""beta"":0.7951069000000001,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":5.714},{""id"":741893,""beta"":0.8252727000000001,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":2.433},{""id"":741894,""beta"":0.8215483,""discountRate"":0.00004945043}]",1,,,,1,,0,0,25,25,25,25,10,10,599.5,,3250,,1.2,1,1,1,1,1,0,0,1,1,,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,100,,300,1,4,1,730,3.6,1,1,5,8,1,40.76530457,-73.95890045,-1,"Monday, January 28, 2019","Monday, January 28, 2019",108.14.34.172,0.8215483,4.95E-05,0.116374914,0.341137675,0.883625086,0.001118688,0.738729531,2287,ChoiceCC_o3,108.14.34.172,144,144,2287,324.14,1,12,1,2.510732628,18.00388847,324.14,108.14.34.172,164,0.873858181,0.00100333,0.701002281
R_w6QmwlNqEIL6LL3,Default Response Set,Anonymous,,,108.21.108.132,0,1/27/2019 8:40,1/27/2019 8:54,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":4.884},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":5.828},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":2.631},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":2.609},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":5.781},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":2.894},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":2.692},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":1,""answer"":2,""responseTime"":3.753},{""id"":749570,""beta"":0.9755389,""discountRate"":0.0012875640000000002,""choice"":0,""answer"":1,""responseTime"":3.621},{""id"":749571,""beta"":0.9822664,""discountRate"":0.001837015,""choice"":1,""answer"":2,""responseTime"":3.397},{""id"":750595,""beta"":1.008024,""discountRate"":0.002114382,""choice"":0,""answer"":1,""responseTime"":3.066},{""id"":750596,""beta"":1.011687,""discountRate"":0.002422285,""choice"":1,""answer"":2,""responseTime"":2.405},{""id"":750852,""beta"":1.027059,""discountRate"":0.002599575}]",,,,,1,,0,0,0,9,91,0,8,9,,3500,,3250,1,1,1,1,1,1,1,0,1,,2,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,,100,500,250,5,1,760,3.6,1,1,5,8,1,40.71009827,-74.001297,-1,"Sunday, January 27, 2019","Sunday, January 27, 2019",108.21.108.132,1.027059,0.002599575,0.039297064,0.198234872,0.960702936,0.001037564,0.71260994,2121,ChoiceCC_o4,108.21.108.132,81,81,2121,87.235,1,9,1,1.940690765,9.33996788,87.235,108.21.108.132,165,0.935181067,0.001398575,0.637702073
R_5tZ7oSGMuJx8VIB,Default Response Set,Anonymous,,,108.29.47.73,0,1/28/2019 13:03,1/28/2019 13:13,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":15.911},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":4.679},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":4.695},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":17.246},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":3.759},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":9.848},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":7.417},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":1,""answer"":2,""responseTime"":9.183},{""id"":749570,""beta"":0.9755389,""discountRate"":0.0012875640000000002,""choice"":0,""answer"":1,""responseTime"":2.68},{""id"":749571,""beta"":0.9822664,""discountRate"":0.001837015,""choice"":1,""answer"":2,""responseTime"":5.454},{""id"":750595,""beta"":1.008024,""discountRate"":0.002114382,""choice"":0,""answer"":1,""responseTime"":4.921},{""id"":750596,""beta"":1.011687,""discountRate"":0.002422285,""choice"":1,""answer"":2,""responseTime"":8.32},{""id"":750852,""beta"":1.027059,""discountRate"":0.002599575}]",,,,,1,,0,0,10,20,60,10,8,6,1049.5,,1049.5,,3,1,1,1,1,1,0,0,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,500,,500,500,2,1,770,3.4,1,1,4,8,1,40.80000305,-73.9763031,-1,"Monday, January 28, 2019","Monday, January 28, 2019",108.29.47.73,1.027059,0.002599575,0.041637643,0.204053039,0.958362357,0.000975231,0.730170975,2265,ChoiceCC,108.29.47.73,144,144,2265,241.705,1,12,1,2.383285634,15.54686464,241.705,108.29.47.73,166,0.971341806,0.001349307,0.642542301
R_2S7ZOJwXffEDKIH,Default Response Set,Anonymous,,,108.35.111.21,0,1/27/2019 17:40,1/27/2019 17:49,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":4.4},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":3.951},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":6.547},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":7.693},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":1,""answer"":2,""responseTime"":3.461},{""id"":753665,""beta"":1.263781,""discountRate"":0.0039397899999999994,""choice"":0,""answer"":1,""responseTime"":4.755},{""id"":753666,""beta"":1.069805,""discountRate"":0.0029520650000000002,""choice"":0,""answer"":1,""responseTime"":2.705},{""id"":753667,""beta"":1.077703,""discountRate"":0.003428458,""choice"":0,""answer"":1,""responseTime"":3.405},{""id"":753668,""beta"":1.081301,""discountRate"":0.0036978339999999997,""choice"":0,""answer"":1,""responseTime"":3.492},{""id"":753669,""beta"":1.02854,""discountRate"":0.003440406,""choice"":0,""answer"":1,""responseTime"":2.144},{""id"":753670,""beta"":0.9990377,""discountRate"":0.0033294180000000002,""choice"":1,""answer"":2,""responseTime"":4.299},{""id"":754182,""beta"":0.9900500999999999,""discountRate"":0.0028377589999999996,""choice"":0,""answer"":1,""responseTime"":3.024},{""id"":754183,""beta"":0.8696261999999999,""discountRate"":0.0010334180000000001}]",,,,,1,,0,0,15,24,61,0,8,8,2249.5,,1049.5,,1.1,1,0,0,0,0,0,0,1,1,,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,150,,500,475,3,1,0,3.71,2,1,5,8,1,40.74819946,-74.04979706,-1,"Sunday, January 27, 2019","Sunday, January 27, 2019",108.35.111.21,0.8696262,0.001033418,0.068259558,0.261265302,0.931740442,0.00194217,0.576164926,2171,ChoiceCC_o3,108.35.111.21,80,80,2171,149.85,1,8.94427191,1,2.175656747,12.24132346,149.85,108.35.111.21,167,0.926715789,0.001762841,0.553040569
R_2TT9NeGbKrnN5Un,Default Response Set,Anonymous,,,108.54.52.56,0,1/28/2019 8:50,1/28/2019 9:04,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":7.234},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":2.94},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":5.753},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":65.163},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":2.832},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":3.956},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":3.548},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":0,""answer"":1,""responseTime"":6.052},{""id"":745475,""beta"":0.9934161,""discountRate"":0.003473677,""choice"":1,""answer"":2,""responseTime"":3.077},{""id"":747523,""beta"":1.02146,""discountRate"":0.0037045990000000003,""choice"":1,""answer"":2,""responseTime"":2.297},{""id"":748547,""beta"":1.04018,""discountRate"":0.0038568689999999997,""choice"":1,""answer"":2,""responseTime"":3.964},{""id"":749059,""beta"":1.054044,""discountRate"":0.003968287,""choice"":1,""answer"":2,""responseTime"":9.551},{""id"":749315,""beta"":1.050115,""discountRate"":0.003411734}]",,,,,1,,0,2,25,24,37,12,6,5,2249.5,,2249.5,,1.5,1,1,1,0,0,0,0,1,1,,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,100,,500,1,7,1,750,3.54,1,1,5,8,1,40.79750061,-73.96829987,-1,"Monday, January 28, 2019","Monday, January 28, 2019",108.54.52.56,1.050115,0.003411734,0.038559982,0.196366957,0.961440018,0.002515354,0.444833689,2207,ChoiceCC_o4,108.54.52.56,157,157,2207,306.31,1,12.52996409,1,2.486161175,17.5017142,306.31,108.54.52.56,168,0.924906706,0.002242862,0.471837838
R_2XhDJctCvukSk00,Default Response Set,Anonymous,,,12.45.3.251,0,1/24/2019 8:48,1/24/2019 9:09,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":4.503},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":13.092},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":5.134},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":5.911},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":5.925},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":4.045},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":4.873},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":1,""answer"":2,""responseTime"":7.86},{""id"":749570,""beta"":0.9755389,""discountRate"":0.0012875640000000002,""choice"":0,""answer"":1,""responseTime"":5.199},{""id"":749571,""beta"":0.9822664,""discountRate"":0.001837015,""choice"":1,""answer"":2,""responseTime"":2.823},{""id"":750595,""beta"":1.008024,""discountRate"":0.002114382,""choice"":0,""answer"":1,""responseTime"":5.564},{""id"":750596,""beta"":1.011687,""discountRate"":0.002422285,""choice"":1,""answer"":2,""responseTime"":4.802},{""id"":750852,""beta"":1.027059,""discountRate"":0.002599575}]",,,1,,,,1,0,20,20,56,4,8,8,3500,,249.5,,2,1,1,0,0,1,1,1,1,1,,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,250,,500,500,2,1,690,3.3,2,1,5,8,1,40.73750305,-73.98130035,-1,"Thursday, January 24, 2019","Thursday, January 24, 2019",12.45.3.251,1.027059,0.002599575,0.038511708,0.196244,0.961488292,0.000992276,0.726114253,2004,ChoiceCC_o3,12.45.3.251,30,30,2004,451.226,1,5.477225575,1,2.654394116,21.24208088,451.226,12.45.3.251,169,0.9676363,0.001192109,0.667491208
R_pxv9RF7QylUnClb,Default Response Set,Anonymous,,,129.236.218.63,0,1/31/2019 15:42,1/31/2019 15:50,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":5.462},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":5.758},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":5.04},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":2.919},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":6.8},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":2.527},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":3.511},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":0,""answer"":1,""responseTime"":5.422},{""id"":745475,""beta"":0.9934161,""discountRate"":0.003473677,""choice"":1,""answer"":2,""responseTime"":6.414},{""id"":747523,""beta"":1.02146,""discountRate"":0.0037045990000000003,""choice"":1,""answer"":2,""responseTime"":2.438},{""id"":748547,""beta"":1.04018,""discountRate"":0.0038568689999999997,""choice"":1,""answer"":2,""responseTime"":2.294},{""id"":749059,""beta"":1.054044,""discountRate"":0.003968287,""choice"":0,""answer"":1,""responseTime"":4.807},{""id"":749060,""beta"":1.056752,""discountRate"":0.004782003}]",,,,,1,,0,4,13,14,62,7,7,7,,2249.5,,3250,10,1,1,1,0,0,0,0,1,,2,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,,50,500,100,6,1,720,3.47,2,1,5,8,1,40.80000305,-73.9763031,-1,"Thursday, January 31, 2019","Thursday, January 31, 2019",129.236.218.63,1.056752,0.004782003,0.033084193,0.181890606,0.966915807,0.004202485,0.234999485,2448,ChoiceCC_o3,129.236.218.63,32,32,2448,32.628,1,5.656854249,1,1.513590454,5.712092436,32.628,129.236.218.63,170,0.960924306,0.004004118,0.281311501
R_ywoT54fuAtgJULD,Default Response Set,Anonymous,,,158.222.148.194,0,1/22/2019 20:10,1/22/2019 20:32,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":15.595},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":35.204},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":6.277},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":13.248},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":1,""answer"":2,""responseTime"":23.286},{""id"":753665,""beta"":1.263781,""discountRate"":0.0039397899999999994,""choice"":1,""answer"":2,""responseTime"":7.642},{""id"":770049,""beta"":1.3271870000000001,""discountRate"":0.004239921,""choice"":0,""answer"":1,""responseTime"":4.272},{""id"":770050,""beta"":1.311579,""discountRate"":0.0045933929999999994,""choice"":0,""answer"":1,""responseTime"":6.463},{""id"":770051,""beta"":1.1506189999999998,""discountRate"":0.0037606009999999997,""choice"":0,""answer"":1,""responseTime"":46.723},{""id"":770052,""beta"":1.156168,""discountRate"":0.004056906,""choice"":0,""answer"":1,""responseTime"":23.103},{""id"":770053,""beta"":1.095825,""discountRate"":0.0037266879999999997,""choice"":1,""answer"":2,""responseTime"":36.654},{""id"":770565,""beta"":1.040781,""discountRate"":0.001572804,""choice"":1,""answer"":2,""responseTime"":8.119},{""id"":770821,""beta"":1.084562,""discountRate"":0.002000409}]",,,,,1,,0,0,25,25,25,25,5,5,,1049.5,,3250,2,1,1,1,1,1,0,0,1,,2,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,,24,250,1,4,1,730,3.5,1,1,5,8,1,40.81159973,-73.95500183,-1,"Tuesday, January 22, 2019","Tuesday, January 22, 2019",158.222.148.194,1.084562,0.002000409,0.015741953,0.125466941,0.984258047,0.000422576,0.883105168,1981,ChoiceCC_o4,158.222.148.194,221,221,1981,337.148,1,14.86606875,1,2.527820588,18.36159035,337.148,158.222.148.194,171,1.004896477,0.00126551,0.704541288
R_VR5ct5NLwEMeRDb,Default Response Set,Anonymous,,,158.222.152.165,0,1/27/2019 17:09,1/27/2019 18:04,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":5.575},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":8.412},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":12.101},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":42.945},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":6.66},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":10.335},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":6.251},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":0,""answer"":1,""responseTime"":4.076},{""id"":745475,""beta"":0.9934161,""discountRate"":0.003473677,""choice"":1,""answer"":2,""responseTime"":20.311},{""id"":747523,""beta"":1.02146,""discountRate"":0.0037045990000000003,""choice"":1,""answer"":2,""responseTime"":2.917},{""id"":748547,""beta"":1.04018,""discountRate"":0.0038568689999999997,""choice"":1,""answer"":2,""responseTime"":4.323},{""id"":749059,""beta"":1.054044,""discountRate"":0.003968287,""choice"":1,""answer"":2,""responseTime"":13.565},{""id"":749315,""beta"":1.050115,""discountRate"":0.003411734}]",,,,,1,,0,0,21,31,36,12,9,8,795.5,,1399.5,,0.25,1,1,1,1,1,0,0,1,1,,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,50,,250,350,2,1,NA - GRE (315),74%,1,1,5,8,1,40.81159973,-73.95500183,-1,"Sunday, January 27, 2019","Sunday, January 27, 2019",158.222.152.165,1.050115,0.003411734,0.039490093,0.198721143,0.960509907,0.002619494,0.414722885,2168,ChoiceCC,158.222.152.165,102,102,2168,635.956,1,10.09950494,1,2.803427069,25.21816805,635.956,158.222.152.165,172,0.947750445,0.002091676,0.50593812
